"Class","Fingerprint","PostId","TimeUp","SWidth","SHeight","ScreenX","ScreenXUp","ScreenY","ScreenYUp","Force","ForceUp","RadiusX","RadiusY"
"f","1557811114505039991",1169490,323,360,760,11,5,403,297,0.0470588281750679,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,1380,360,749,174,222,594,562,1,0,0.4996574819087982,0.4996574819087982
"f","1557811114505039991",1169490,315,360,760,10,9,415,316,0.04313725605607033,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,908,360,749,245,321,581,198,1,0,0.4996574819087982,0.4996574819087982
"f","1557811114505039991",1169490,855,360,760,8,8,416,301,0.03529411926865578,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,119,360,749,305,221,342,626,1,0,0.4996574819087982,0.4996574819087982
"f","1557811114505039991",1169490,164,360,760,4,8,388,290,0.06666667014360428,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,310,360,749,236,349,647,422,1,0,0.16655251383781433,0.16655251383781433
"f","1557811114505039991",1169490,261,360,760,19,10,397,306,0.0470588281750679,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,0,360,749,251,320,507,678,1,0,0.33310502767562866,0.33310502767562866
"f","1557811114505039991",1169490,274,360,760,4,7,435,312,0.07058823853731155,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,400,360,749,251,332,507,342,1,0,0.33310502767562866,0.33310502767562866
"f","1557811114505039991",1169490,82,360,760,26,50,280,441,0.09803922474384308,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,269,360,749,203,280,545,286,1,0,0.6662100553512573,0.6662100553512573
"f","1557811114505039991",1169490,592,360,760,7,6,424,267,0.05490196496248245,0,0,0
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,149,360,749,185,280,653,480,1,0,0.4996574819087982,0.4996574819087982
"f","c17c7e4503d644d48e4149d50b742a82",1169490,260,375,667,292,241,596,607,0,0.02,38.47137451171875,38.47137451171875
"f","77855fed15a8f0b4ecf05bb058c35a16",1169490,96,360,749,173,173,697,697,1,0,0.4996574819087982,0.4996574819087982
"f","c17c7e4503d644d48e4149d50b742a82",1169490,279,375,667,298,325,634,627,0,0.02,38.47137451171875,38.47137451171875
"f","c17c7e4503d644d48e4149d50b742a82",1169490,209,375,667,249,306,1214,1198,0,0.045,38.47137451171875,38.47137451171875
"f","c17c7e4503d644d48e4149d50b742a82",1169490,122,375,667,280,317,1438,1409,0,0.065,64.12913513183594,64.12913513183594
"f","c17c7e4503d644d48e4149d50b742a82",1169490,309,375,667,307,322,479,470,0,0.02,51.30534362792969,51.30534362792969
"f","c17c7e4503d644d48e4149d50b742a82",1169490,295,375,667,203,249,1358,1348,0,0.02,38.47137451171875,38.47137451171875
"m","53b64167ddfe244f4382d0ab43e36753",1169490,109,375,667,280,277,400,348,0,0.024999999627470973,38.47137451171875,38.47137451171875
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,0,360,640,91,69,547,436,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1169490,309,360,640,234,266,529,407,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,0,360,760,283,145,469,407,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,261,375,667,160,187,1016,1002,0,0.01874999972060323,25.6475830078125,25.6475830078125
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,0,360,640,91,69,547,436,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1182238,607,360,640,216,257,536,458,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,497,360,760,268,268,522,560,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,643,375,667,313,275,315,341,0,0.024999999627470973,38.47137451171875,38.47137451171875
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,346,360,640,81,46,552,362,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1182238,499,360,640,230,277,524,423,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,49,360,760,286,315,500,396,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,86,375,667,238,248,467,401,0,0.024999999627470973,38.47137451171875,38.47137451171875
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,0,360,640,91,69,547,436,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1182238,144,360,640,239,269,522,431,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,0,360,760,292,327,493,396,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,832,375,667,240,256,1138,1154,0,0.03749999944120646,38.47137451171875,38.47137451171875
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,0,360,640,91,69,547,436,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1182238,91,360,640,233,264,524,436,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,389,360,760,295,308,439,435,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,448,375,667,214,240,1022,1012,0,0.028124999580904843,38.47137451171875,38.47137451171875
"m","amp-wC9KIQaE_tAL_w-Xd9ubTw",1169490,92,360,640,311,311,578,578,1,0,2.6647391319274902,2.6647391319274902
"m","93646a72e6b2080d19a211e210265e16",1182235,59,360,640,227,255,544,451,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,0,360,760,283,145,469,407,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,142,375,667,221,225,1687,1652,0,0.024999999627470973,25.6475830078125,25.6475830078125
"m","98335e9192e31111a8ba0cf2782eddc5",1182238,185,320,568,309,309,38,38,0,0,38.290771484375,38.290771484375
"m","93646a72e6b2080d19a211e210265e16",1182238,125,360,640,236,259,529,461,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1182306,850,360,760,329,286,400,612,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1182249,0,375,667,247,214,1974,383,0,0.0031249999534338716,38.47137451171875,38.47137451171875
"m","98335e9192e31111a8ba0cf2782eddc5",1182238,185,320,568,189,173,189,268,0,0,38.290771484375,38.290771484375
"m","93646a72e6b2080d19a211e210265e16",1182235,323,360,640,230,275,529,410,1,0,0,0
"m","8288df56209a55930e9521b2393efc1b",1169490,372,360,760,266,312,540,431,0.003921568859368563,0,0,0
"m","53b64167ddfe244f4382d0ab43e36753",1169490,343,375,667,221,241,1489,1479,0,0.03124999953433872,38.47137451171875,38.47137451171875
